number,summa,creditor_inn,debtor_inn,group_summa,Полное название,Вероятность стоп-листа,Объяснение ИИ,Телефоны,Электронные почты,Веб сайты,Название должника,Статус должника,Дата отчетности должника
74000/23/61085-ИП,319571.02,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
74005/23/61085-ИП,588101.63,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
74006/23/61085-ИП,649741.54,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
51123/24/18020-ИП,3002825.0,5445114509,1841092192,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""СИББИОФАРМ""",0,Нет совпадений с критериями стоп-листа.,"['+7 383 415-80-00', '+7 913 483-02-64', '+7 383 415-81-07']","['makarova@sibbio.ru', 'admin@sibbio.ru', 'manemova@sibbio.ru']","[{'name': 'sibbio.ru', 'url': 'http://sibbio.ru'}]","ООО ГК ""ЭТАЛОН""",Действующая компания,
911841/24/64005-ИП,734591.91,6450014808,6440036182,6499588.62,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САРАТОВЭНЕРГО""",45,"Название совпадает с госкомпанией (10%), выручка > 45 млрд (10%), объем контрактов > 30 млрд (20%), деятельность в энергетике (5%).","['+7 845 269-45-45', '+7 845 257-35-73', '+7 845 257-35-98']","['office@sarenergo.ru', 'gis_gkx@sarenergo.ru', 'office@saren.ru']","[{'name': 'saratovenergo.ru', 'url': 'http://saratovenergo.ru'}, {'name': 'saren.ru', 'url': 'http://saren.ru'}]","ООО ""ОСК""",,
554635/23/64005-ИП,579161.47,6450014808,6440036182,6499588.62,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САРАТОВЭНЕРГО""",45,"Название совпадает с госкомпанией (10%), выручка > 45 млрд (10%), объем контрактов > 30 млрд (20%), деятельность в энергетике (5%).","['+7 845 269-45-45', '+7 845 257-35-73', '+7 845 257-35-98']","['office@sarenergo.ru', 'gis_gkx@sarenergo.ru', 'office@saren.ru']","[{'name': 'saratovenergo.ru', 'url': 'http://saratovenergo.ru'}, {'name': 'saren.ru', 'url': 'http://saren.ru'}]","ООО ""ОСК""",,
319508/23/26039-ИП,3354833.62,2636041408,2635247212,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ КОМПАНИЯ ""СТАВРОПОЛЬГАЗСНАБ""",0,"Нет признаков из стоп-листа. Частная компания, нет санкций, выручка и госзакупки отсутствуют.","['+7 955 947-29-11', '+7 865 294-12-91', '+7 865 294-09-30']","['stavgazsnab@yandex.ru', 'bv.stavgazsnab@gmail.com']","[{'name': 'stavgazsnab.ru', 'url': 'http://stavgazsnab.ru'}]","ООО ""КОРОНА-26""",Действующая компания,
554637/23/64005-ИП,725213.42,6450014808,6440036182,6499588.62,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САРАТОВЭНЕРГО""",45,"Название совпадает с госкомпанией (10%), выручка > 45 млрд (10%), объем контрактов > 30 млрд (20%), деятельность в энергетике (5%).","['+7 845 269-45-45', '+7 845 257-35-73', '+7 845 257-35-98']","['office@sarenergo.ru', 'gis_gkx@sarenergo.ru', 'office@saren.ru']","[{'name': 'saratovenergo.ru', 'url': 'http://saratovenergo.ru'}, {'name': 'saren.ru', 'url': 'http://saren.ru'}]","ООО ""ОСК""",,
483908/22/64005-ИП,619800.55,6450014808,6440036182,6499588.62,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САРАТОВЭНЕРГО""",45,"Название совпадает с госкомпанией (10%), выручка > 45 млрд (10%), объем контрактов > 30 млрд (20%), деятельность в энергетике (5%).","['+7 845 269-45-45', '+7 845 257-35-73', '+7 845 257-35-98']","['office@sarenergo.ru', 'gis_gkx@sarenergo.ru', 'office@saren.ru']","[{'name': 'saratovenergo.ru', 'url': 'http://saratovenergo.ru'}, {'name': 'saren.ru', 'url': 'http://saren.ru'}]","ООО ""ОСК""",,
814800/24/64005-ИП,606334.22,6450014808,6440036182,6499588.62,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САРАТОВЭНЕРГО""",45,"Название совпадает с госкомпанией (10%), выручка > 45 млрд (10%), объем контрактов > 30 млрд (20%), деятельность в энергетике (5%).","['+7 845 269-45-45', '+7 845 257-35-73', '+7 845 257-35-98']","['office@sarenergo.ru', 'gis_gkx@sarenergo.ru', 'office@saren.ru']","[{'name': 'saratovenergo.ru', 'url': 'http://saratovenergo.ru'}, {'name': 'saren.ru', 'url': 'http://saren.ru'}]","ООО ""ОСК""",,
578928/23/64005-ИП,520394.03,6450014808,6440036182,6499588.62,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САРАТОВЭНЕРГО""",45,"Название совпадает с госкомпанией (10%), выручка > 45 млрд (10%), объем контрактов > 30 млрд (20%), деятельность в энергетике (5%).","['+7 845 269-45-45', '+7 845 257-35-73', '+7 845 257-35-98']","['office@sarenergo.ru', 'gis_gkx@sarenergo.ru', 'office@saren.ru']","[{'name': 'saratovenergo.ru', 'url': 'http://saratovenergo.ru'}, {'name': 'saren.ru', 'url': 'http://saren.ru'}]","ООО ""ОСК""",,
598496/23/64005-ИП,661288.49,6450014808,6440036182,6499588.62,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САРАТОВЭНЕРГО""",45,"Название совпадает с госкомпанией (10%), выручка > 45 млрд (10%), объем контрактов > 30 млрд (20%), деятельность в энергетике (5%).","['+7 845 269-45-45', '+7 845 257-35-73', '+7 845 257-35-98']","['office@sarenergo.ru', 'gis_gkx@sarenergo.ru', 'office@saren.ru']","[{'name': 'saratovenergo.ru', 'url': 'http://saratovenergo.ru'}, {'name': 'saren.ru', 'url': 'http://saren.ru'}]","ООО ""ОСК""",,
809999/24/64005-ИП,621461.64,6450014808,6440036182,6499588.62,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САРАТОВЭНЕРГО""",45,"Название совпадает с госкомпанией (10%), выручка > 45 млрд (10%), объем контрактов > 30 млрд (20%), деятельность в энергетике (5%).","['+7 845 269-45-45', '+7 845 257-35-73', '+7 845 257-35-98']","['office@sarenergo.ru', 'gis_gkx@sarenergo.ru', 'office@saren.ru']","[{'name': 'saratovenergo.ru', 'url': 'http://saratovenergo.ru'}, {'name': 'saren.ru', 'url': 'http://saren.ru'}]","ООО ""ОСК""",,
736661/23/64005-ИП,74399.31,6450014808,6440036182,6499588.62,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САРАТОВЭНЕРГО""",45,"Название совпадает с госкомпанией (10%), выручка > 45 млрд (10%), объем контрактов > 30 млрд (20%), деятельность в энергетике (5%).","['+7 845 269-45-45', '+7 845 257-35-73', '+7 845 257-35-98']","['office@sarenergo.ru', 'gis_gkx@sarenergo.ru', 'office@saren.ru']","[{'name': 'saratovenergo.ru', 'url': 'http://saratovenergo.ru'}, {'name': 'saren.ru', 'url': 'http://saren.ru'}]","ООО ""ОСК""",,
952486/24/64005-ИП,609293.97,6450014808,6440036182,6499588.62,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САРАТОВЭНЕРГО""",45,"Название совпадает с госкомпанией (10%), выручка > 45 млрд (10%), объем контрактов > 30 млрд (20%), деятельность в энергетике (5%).","['+7 845 269-45-45', '+7 845 257-35-73', '+7 845 257-35-98']","['office@sarenergo.ru', 'gis_gkx@sarenergo.ru', 'office@saren.ru']","[{'name': 'saratovenergo.ru', 'url': 'http://saratovenergo.ru'}, {'name': 'saren.ru', 'url': 'http://saren.ru'}]","ООО ""ОСК""",,
982191/24/64005-ИП,747649.61,6450014808,6440036182,6499588.62,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""САРАТОВЭНЕРГО""",45,"Название совпадает с госкомпанией (10%), выручка > 45 млрд (10%), объем контрактов > 30 млрд (20%), деятельность в энергетике (5%).","['+7 845 269-45-45', '+7 845 257-35-73', '+7 845 257-35-98']","['office@sarenergo.ru', 'gis_gkx@sarenergo.ru', 'office@saren.ru']","[{'name': 'saratovenergo.ru', 'url': 'http://saratovenergo.ru'}, {'name': 'saren.ru', 'url': 'http://saren.ru'}]","ООО ""ОСК""",,
74011/23/61085-ИП,648138.07,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
74543/23/61085-ИП,38933.35,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
74545/23/61085-ИП,740035.01,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
54556/23/52064-ИП,483716.37,5260148520,5214011834,6034801.849999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО НИЖНИЙ НОВГОРОД""",55,"Госзакупки 20%, выручка 15%, госучастие 10%, деятельность 10%.","['+7 831 464-58-36', '+7 831 243-08-04', '+7 831 457-46-00']","['info@gorod.nn.tns-e.ru', 'info@vyksa.nn.tns-e.ru', 'it@nn.tns-e.ru']","[{'name': 'ekdostavka.ru', 'url': 'http://ekdostavka.ru'}, {'name': 'nn.tns-e.ru', 'url': 'http://nn.tns-e.ru'}]","МУП""ЮГАНЕЦКОЕ""",,
131271/23/25043-ИП,8362924.74,9725027126,2537122818,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНВЕСТ МСК""",0,Нет совпадений с критериями стоп-листа.,"['+7 918 377-71-07', '+7 914 157-54-65']","['vd@i-msk.ru', 'sd@i-msk.ru']",[],"ООО ""ТОННЕР""",Действующая компания,
16057/23/52064-ИП,45234.04,5260148520,5214011834,6034801.849999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО НИЖНИЙ НОВГОРОД""",55,"Госзакупки 20%, выручка 15%, госучастие 10%, деятельность 10%.","['+7 831 464-58-36', '+7 831 243-08-04', '+7 831 457-46-00']","['info@gorod.nn.tns-e.ru', 'info@vyksa.nn.tns-e.ru', 'it@nn.tns-e.ru']","[{'name': 'ekdostavka.ru', 'url': 'http://ekdostavka.ru'}, {'name': 'nn.tns-e.ru', 'url': 'http://nn.tns-e.ru'}]","МУП""ЮГАНЕЦКОЕ""",,
34275/22/52064-ИП,13672.82,5260148520,5214011834,6034801.849999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО НИЖНИЙ НОВГОРОД""",55,"Госзакупки 20%, выручка 15%, госучастие 10%, деятельность 10%.","['+7 831 464-58-36', '+7 831 243-08-04', '+7 831 457-46-00']","['info@gorod.nn.tns-e.ru', 'info@vyksa.nn.tns-e.ru', 'it@nn.tns-e.ru']","[{'name': 'ekdostavka.ru', 'url': 'http://ekdostavka.ru'}, {'name': 'nn.tns-e.ru', 'url': 'http://nn.tns-e.ru'}]","МУП""ЮГАНЕЦКОЕ""",,
72850/24/52064-ИП,909773.55,5260148520,5214011834,6034801.849999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО НИЖНИЙ НОВГОРОД""",55,"Госзакупки 20%, выручка 15%, госучастие 10%, деятельность 10%.","['+7 831 464-58-36', '+7 831 243-08-04', '+7 831 457-46-00']","['info@gorod.nn.tns-e.ru', 'info@vyksa.nn.tns-e.ru', 'it@nn.tns-e.ru']","[{'name': 'ekdostavka.ru', 'url': 'http://ekdostavka.ru'}, {'name': 'nn.tns-e.ru', 'url': 'http://nn.tns-e.ru'}]","МУП""ЮГАНЕЦКОЕ""",,
2666/24/52064-ИП,95515.67,5260148520,5214011834,6034801.849999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО НИЖНИЙ НОВГОРОД""",55,"Госзакупки 20%, выручка 15%, госучастие 10%, деятельность 10%.","['+7 831 464-58-36', '+7 831 243-08-04', '+7 831 457-46-00']","['info@gorod.nn.tns-e.ru', 'info@vyksa.nn.tns-e.ru', 'it@nn.tns-e.ru']","[{'name': 'ekdostavka.ru', 'url': 'http://ekdostavka.ru'}, {'name': 'nn.tns-e.ru', 'url': 'http://nn.tns-e.ru'}]","МУП""ЮГАНЕЦКОЕ""",,
236976/24/16006-ИП,31299088.6,1660328907,1657254927,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАРОДНЫЙ ДОМ""",35,"Учредитель из госструктуры, но нет других факторов риска.",['+7 909 307-88-43'],['osetrina_lili@mail.ru'],[],"ООО ""СТРОЙ К""",Действующая компания,
236978/24/16006-ИП,7080830.93,1660328907,1657254927,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАРОДНЫЙ ДОМ""",35,"Учредитель из госструктуры, но нет других факторов риска.",['+7 909 307-88-43'],['osetrina_lili@mail.ru'],[],"ООО ""СТРОЙ К""",Действующая компания,
2667/24/52064-ИП,21995.01,5260148520,5214011834,6034801.849999999,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО НИЖНИЙ НОВГОРОД""",55,"Госзакупки 20%, выручка 15%, госучастие 10%, деятельность 10%.","['+7 831 464-58-36', '+7 831 243-08-04', '+7 831 457-46-00']","['info@gorod.nn.tns-e.ru', 'info@vyksa.nn.tns-e.ru', 'it@nn.tns-e.ru']","[{'name': 'ekdostavka.ru', 'url': 'http://ekdostavka.ru'}, {'name': 'nn.tns-e.ru', 'url': 'http://nn.tns-e.ru'}]","МУП""ЮГАНЕЦКОЕ""",,
71010/24/43026-ИП,259738.18,5612042824,4303006432,8734696.300000003,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС""",50,"Выручка > 45 млрд (15%), контракты > 30 млрд (20%), управляющая компания из стоп-листа (15%).","['+7 800 700-10-32', '+7 800 600-03-90', '+7 341 268-17-70']","['irina.tokhtarova@esplus.ru', 'udm@esplus.ru', 'svd-esplus-gosuslugi@esplus.ru']","[{'name': 'ekb.esplus.ru', 'url': 'https://ekb.esplus.ru'}]","ООО ""КИРСИНСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""",,
46880/24/43026-ИП,256632.44,5612042824,4303006432,8734696.300000003,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС""",50,"Выручка > 45 млрд (15%), контракты > 30 млрд (20%), управляющая компания из стоп-листа (15%).","['+7 800 700-10-32', '+7 800 600-03-90', '+7 341 268-17-70']","['irina.tokhtarova@esplus.ru', 'udm@esplus.ru', 'svd-esplus-gosuslugi@esplus.ru']","[{'name': 'ekb.esplus.ru', 'url': 'https://ekb.esplus.ru'}]","ООО ""КИРСИНСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""",,
136994/24/43026-ИП,40606.46,5612042824,4303006432,8734696.300000003,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС""",50,"Выручка > 45 млрд (15%), контракты > 30 млрд (20%), управляющая компания из стоп-листа (15%).","['+7 800 700-10-32', '+7 800 600-03-90', '+7 341 268-17-70']","['irina.tokhtarova@esplus.ru', 'udm@esplus.ru', 'svd-esplus-gosuslugi@esplus.ru']","[{'name': 'ekb.esplus.ru', 'url': 'https://ekb.esplus.ru'}]","ООО ""КИРСИНСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""",,
92414/23/43026-ИП,30584.68,5612042824,4303006432,8734696.300000003,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС""",50,"Выручка > 45 млрд (15%), контракты > 30 млрд (20%), управляющая компания из стоп-листа (15%).","['+7 800 700-10-32', '+7 800 600-03-90', '+7 341 268-17-70']","['irina.tokhtarova@esplus.ru', 'udm@esplus.ru', 'svd-esplus-gosuslugi@esplus.ru']","[{'name': 'ekb.esplus.ru', 'url': 'https://ekb.esplus.ru'}]","ООО ""КИРСИНСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""",,
563669/24/43026-ИП,177642.71,5612042824,4303006432,8734696.300000003,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС""",50,"Выручка > 45 млрд (15%), контракты > 30 млрд (20%), управляющая компания из стоп-листа (15%).","['+7 800 700-10-32', '+7 800 600-03-90', '+7 341 268-17-70']","['irina.tokhtarova@esplus.ru', 'udm@esplus.ru', 'svd-esplus-gosuslugi@esplus.ru']","[{'name': 'ekb.esplus.ru', 'url': 'https://ekb.esplus.ru'}]","ООО ""КИРСИНСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""",,
12130/24/43026-ИП,195534.4,5612042824,4303006432,8734696.300000003,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС""",50,"Выручка > 45 млрд (15%), контракты > 30 млрд (20%), управляющая компания из стоп-листа (15%).","['+7 800 700-10-32', '+7 800 600-03-90', '+7 341 268-17-70']","['irina.tokhtarova@esplus.ru', 'udm@esplus.ru', 'svd-esplus-gosuslugi@esplus.ru']","[{'name': 'ekb.esplus.ru', 'url': 'https://ekb.esplus.ru'}]","ООО ""КИРСИНСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""",,
117399/23/15008-ИП,5393132.51,1502002701,1225001260,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ ""СЕВКАВКАЗЭНЕРГО""",35,"Управляющая компания из стоп-листа, частная собственность, выручка и санкции не соответствуют критериям.","['+7 867 253-93-22', '+7 867 253-01-77', '+7 867 261-09-73']","['ske@skemail.ru', 'sevkavkazenergo@mail.ru', 'aspidova-ia@skemail.ru']","[{'name': 'sevkavenergo.ru', 'url': 'http://sevkavenergo.ru'}, {'name': 'vladi.elektra.ru', 'url': 'http://vladi.elektra.ru'}]","МЕСТНАЯ МУСУЛЬМАНСКАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ""МАХАЛЛЯ №2736"" П. КРАСНЫЙ СТЕКЛОВАР МОРКИНСКОГО РАЙОНА РЕСПУБЛИКИ МАРИЙ ЭЛ",Действующая организация,
117581/23/15008-ИП,5411657.81,1502002701,1225001260,,"АКЦИОНЕРНОЕ ОБЩЕСТВО ЭНЕРГЕТИКИ И ЭЛЕКТРИФИКАЦИИ ""СЕВКАВКАЗЭНЕРГО""",35,"Управляющая компания из стоп-листа, частная собственность, выручка и санкции не соответствуют критериям.","['+7 867 253-93-22', '+7 867 253-01-77', '+7 867 261-09-73']","['ske@skemail.ru', 'sevkavkazenergo@mail.ru', 'aspidova-ia@skemail.ru']","[{'name': 'sevkavenergo.ru', 'url': 'http://sevkavenergo.ru'}, {'name': 'vladi.elektra.ru', 'url': 'http://vladi.elektra.ru'}]","МЕСТНАЯ МУСУЛЬМАНСКАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ""МАХАЛЛЯ №2736"" П. КРАСНЫЙ СТЕКЛОВАР МОРКИНСКОГО РАЙОНА РЕСПУБЛИКИ МАРИЙ ЭЛ",Действующая организация,
449838/24/47029-ИП,2525956.66,7840356823,4710013788,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕМОНТНО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""АТТАШЕ""",0,Нет признаков из стоп-листа.,"['+7 812 963-29-93', '+7 812 325-90-23', '+7 921 876-89-63']","['rskattashe@gmail.com', 'vaelis@mail.ru']","[{'name': 'attashe.ru', 'url': 'http://attashe.ru'}]","ООО ""ЭКОПРОМ А2""","Юридическое лицо ликвидировано 19 января 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",
1077298/23/16059-ИП,2684039.0,1651085373,1651091000,,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИГОН НК""",0,"Нет признаков из стоп-листа, частная компания, нет санкций, выручка и активы низкие.",['+7 855 539-80-00'],['poligonnk@yandex.ru'],[],"ООО ""ГРИН ТЕРРА НК""",Сведения недостоверны (результаты проверки достоверности содержащихся в ЕГРЮЛ сведений о юридическом лице),
12138/24/43026-ИП,449684.82,5612042824,4303006432,8734696.300000003,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭНЕРГОСБЫТ ПЛЮС""",50,"Выручка > 45 млрд (15%), контракты > 30 млрд (20%), управляющая компания из стоп-листа (15%).","['+7 800 700-10-32', '+7 800 600-03-90', '+7 341 268-17-70']","['irina.tokhtarova@esplus.ru', 'udm@esplus.ru', 'svd-esplus-gosuslugi@esplus.ru']","[{'name': 'ekb.esplus.ru', 'url': 'https://ekb.esplus.ru'}]","ООО ""КИРСИНСКАЯ УПРАВЛЯЮЩАЯ КОМПАНИЯ""",,
74546/23/61085-ИП,1014371.0,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
74595/23/61085-ИП,1365601.95,6168002922,6167096572,11086380.319999998,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТНС ЭНЕРГО РОСТОВ-НА-ДОНУ""",45,"Госзакупки 20%, выручка 15%, управление 10%.","['+7 863 268-73-03', '+7 863 654-60-25', '+7 863 268-72-94']","['vmo_mpu@rostov.tns-e.ru', 'rmo@rostov.tns-e.ru', 'a.a.dolobayan@rostov.tns-e.ru']","[{'name': 'rostov.tns-e.ru', 'url': 'http://rostov.tns-e.ru'}, {'name': 'rostov.tns-e.ru', 'url': 'https://rostov.tns-e.ru'}, {'name': 'es-ro.ru', 'url': 'http://es-ro.ru'}]","ООО ""УК ЖКХ ""РОСТОВ-ЦЕНТР""",,
143134/23/25043-ИП,2530707.78,2508007948,2543154078,,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО""НАХОДКИНСКАЯ БАЗА АКТИВНОГО МОРСКОГО РЫБОЛОВСТВА""",0,Нет совпадений с критериями стоп-листа.,"['+7 423 662-34-95', '+7 423 662-28-01', '+7 423 669-26-30']",['info@bamr.ru'],"[{'name': 'bamr.ru', 'url': 'http://bamr.ru'}]","ООО ""ГЛАВРЫБА""","Юридическое лицо ликвидировано 26 апреля 2024 года
Исключение из ЕГРЮЛ юридического лица в связи наличием в ЕГРЮЛ сведений о нем, в отношении которых внесена запись о недостоверности",
