number,summa,creditor_inn,debtor_inn,group_summa
154894/23/98082-ИП,107578.26,7705522231,1436057000,1301860055.220002
154899/23/98082-ИП,196752.25,7705522231,1436057000,1301860055.220002
154914/23/98082-ИП,141036.93,7705522231,1436057000,1301860055.220002
154921/23/98082-ИП,1721295.28,7705522231,1436057000,1301860055.220002
154927/23/98082-ИП,361076.86,7705522231,1436057000,1301860055.220002
154932/23/98082-ИП,498054.23,7705522231,1436057000,1301860055.220002
154938/23/98082-ИП,136885.71,7705522231,1436057000,1301860055.220002
154943/23/98082-ИП,285066.4,7705522231,1436057000,1301860055.220002
154946/23/98082-ИП,392485.88,7705522231,1436057000,1301860055.220002
154947/23/98082-ИП,131431.78,7705522231,1436057000,1301860055.220002
154948/23/98082-ИП,291437.34,7705522231,1436057000,1301860055.220002
154949/23/98082-ИП,133321.58,7705522231,1436057000,1301860055.220002
154950/23/98082-ИП,498544.74,7705522231,1436057000,1301860055.220002
154951/23/98082-ИП,895933.36,7705522231,1436057000,1301860055.220002
154953/23/98082-ИП,977508.58,7705522231,1436057000,1301860055.220002
154954/23/98082-ИП,107339.17,7705522231,1436057000,1301860055.220002
154955/23/98082-ИП,167232.29,7705522231,1436057000,1301860055.220002
154956/23/98082-ИП,209607.25,7705522231,1436057000,1301860055.220002
154957/23/98082-ИП,348808.78,7705522231,1436057000,1301860055.220002
154958/23/98082-ИП,86069.35,7705522231,1436057000,1301860055.220002
154959/23/98082-ИП,313003.28,7705522231,1436057000,1301860055.220002
154960/23/98082-ИП,46455.17,7705522231,1436057000,1301860055.220002
154961/23/98082-ИП,515055.05,7705522231,1436057000,1301860055.220002
154962/23/98082-ИП,8938.24,7705522231,1436057000,1301860055.220002
154963/23/98082-ИП,2117558.68,7705522231,1436057000,1301860055.220002
154964/23/98082-ИП,16213.42,7705522231,1436057000,1301860055.220002
154965/23/98082-ИП,669568.9,7705522231,1436057000,1301860055.220002
154966/23/98082-ИП,1002931.63,7705522231,1436057000,1301860055.220002
154967/23/98082-ИП,243506.55,7705522231,1436057000,1301860055.220002
154968/23/98082-ИП,549864.64,7705522231,1436057000,1301860055.220002
154972/23/98082-ИП,383649.57,7705522231,1436057000,1301860055.220002
154977/23/98082-ИП,418871.14,7705522231,1436057000,1301860055.220002
221490/23/98082-ИП,8260.01,7705522231,1436057000,1301860055.220002
221492/23/98082-ИП,13798.76,7705522231,1436057000,1301860055.220002
221493/23/98082-ИП,2178.58,7705522231,1436057000,1301860055.220002
221494/23/98082-ИП,4508.86,7705522231,1436057000,1301860055.220002
144519/24/98082-ИП,411125.98,7705522231,1436057000,1301860055.220002
144521/24/98082-ИП,155833.86,7705522231,1436057000,1301860055.220002
144522/24/98082-ИП,76718.09,7705522231,1436057000,1301860055.220002
144523/24/98082-ИП,4762.51,7705522231,1436057000,1301860055.220002
144524/24/98082-ИП,841036.56,7705522231,1436057000,1301860055.220002
144525/24/98082-ИП,29674.43,7705522231,1436057000,1301860055.220002
144526/24/98082-ИП,20900.66,7705522231,1436057000,1301860055.220002
144527/24/98082-ИП,41606.72,7705522231,1436057000,1301860055.220002
144528/24/98082-ИП,212186.26,7705522231,1436057000,1301860055.220002
144529/24/98082-ИП,71772.92,7705522231,1436057000,1301860055.220002
144531/24/98082-ИП,105841.26,7705522231,1436057000,1301860055.220002
144552/24/98082-ИП,1662751.6,7705522231,1436057000,1301860055.220002
144553/24/98082-ИП,116068.97,7705522231,1436057000,1301860055.220002
144554/24/98082-ИП,300370.36,7705522231,1436057000,1301860055.220002
144555/24/98082-ИП,411125.98,7705522231,1436057000,1301860055.220002
144556/24/98082-ИП,168642.47,7705522231,1436057000,1301860055.220002
144557/24/98082-ИП,94997.31,7705522231,1436057000,1301860055.220002
144558/24/98082-ИП,22724.43,7705522231,1436057000,1301860055.220002
144559/24/98082-ИП,230734.43,7705522231,1436057000,1301860055.220002
144560/24/98082-ИП,83359.25,7705522231,1436057000,1301860055.220002
144561/24/98082-ИП,30038.67,7705522231,1436057000,1301860055.220002
144562/24/98082-ИП,65849.05,7705522231,1436057000,1301860055.220002
144563/24/98082-ИП,76672.2,7705522231,1436057000,1301860055.220002
144564/24/98082-ИП,1394649.39,7705522231,1436057000,1301860055.220002
144565/24/98082-ИП,247208.05,7705522231,1436057000,1301860055.220002
144566/24/98082-ИП,638248.35,7705522231,1436057000,1301860055.220002
144567/24/98082-ИП,172998.64,7705522231,1436057000,1301860055.220002
144568/24/98082-ИП,134092.99,7705522231,1436057000,1301860055.220002
144569/24/98082-ИП,135013.58,7705522231,1436057000,1301860055.220002
144570/24/98082-ИП,617609.12,7705522231,1436057000,1301860055.220002
144571/24/98082-ИП,323506.81,7705522231,1436057000,1301860055.220002
144572/24/98082-ИП,33312.56,7705522231,1436057000,1301860055.220002
144602/24/98082-ИП,1315486.91,7705522231,1436057000,1301860055.220002
144608/24/98082-ИП,24397.26,7705522231,1436057000,1301860055.220002
144609/24/98082-ИП,988018.76,7705522231,1436057000,1301860055.220002
144610/24/98082-ИП,117283.04,7705522231,1436057000,1301860055.220002
144611/24/98082-ИП,758086.16,7705522231,1436057000,1301860055.220002
144612/24/98082-ИП,286588.88,7705522231,1436057000,1301860055.220002
144613/24/98082-ИП,114109.56,7705522231,1436057000,1301860055.220002
144614/24/98082-ИП,108143.87,7705522231,1436057000,1301860055.220002
144615/24/98082-ИП,547177.74,7705522231,1436057000,1301860055.220002
144616/24/98082-ИП,585274.36,7705522231,1436057000,1301860055.220002
144617/24/98082-ИП,152570.79,7705522231,1436057000,1301860055.220002
144618/24/98082-ИП,219538.26,7705522231,1436057000,1301860055.220002
144619/24/98082-ИП,21495.49,7705522231,1436057000,1301860055.220002
144620/24/98082-ИП,162916.38,7705522231,1436057000,1301860055.220002
144621/24/98082-ИП,400027.46,7705522231,1436057000,1301860055.220002
144622/24/98082-ИП,26139.44,7705522231,1436057000,1301860055.220002
144623/24/98082-ИП,55413.11,7705522231,1436057000,1301860055.220002
144624/24/98082-ИП,203833.25,7705522231,1436057000,1301860055.220002
144625/24/98082-ИП,388841.26,7705522231,1436057000,1301860055.220002
144626/24/98082-ИП,470948.32,7705522231,1436057000,1301860055.220002
144627/24/98082-ИП,181719.06,7705522231,1436057000,1301860055.220002
144628/24/98082-ИП,549623.03,7705522231,1436057000,1301860055.220002
144629/24/98082-ИП,42114.06,7705522231,1436057000,1301860055.220002
144630/24/98082-ИП,452597.02,7705522231,1436057000,1301860055.220002
144631/24/98082-ИП,34446.88,7705522231,1436057000,1301860055.220002
144632/24/98082-ИП,357628.42,7705522231,1436057000,1301860055.220002
144633/24/98082-ИП,344572.13,7705522231,1436057000,1301860055.220002
210062/24/98082-ИП,2263288.71,7705522231,1436057000,1301860055.220002
210061/24/98082-ИП,2269307.72,7705522231,1436057000,1301860055.220002
210059/24/98082-ИП,5414.96,7705522231,1436057000,1301860055.220002
210058/24/98082-ИП,23996.69,7705522231,1436057000,1301860055.220002
210057/24/98082-ИП,45319.01,7705522231,1436057000,1301860055.220002
210056/24/98082-ИП,15906.61,7705522231,1436057000,1301860055.220002
210055/24/98082-ИП,13663.44,7705522231,1436057000,1301860055.220002
210053/24/98082-ИП,6570.67,7705522231,1436057000,1301860055.220002
210052/24/98082-ИП,5159.23,7705522231,1436057000,1301860055.220002
210051/24/98082-ИП,6045.85,7705522231,1436057000,1301860055.220002
210049/24/98082-ИП,11519.3,7705522231,1436057000,1301860055.220002
210048/24/98082-ИП,14044.95,7705522231,1436057000,1301860055.220002
210045/24/98082-ИП,20142.91,7705522231,1436057000,1301860055.220002
210044/24/98082-ИП,50498.4,7705522231,1436057000,1301860055.220002
210043/24/98082-ИП,149982.95,7705522231,1436057000,1301860055.220002
210042/24/98082-ИП,25201.58,7705522231,1436057000,1301860055.220002
210033/24/98082-ИП,510.53,7705522231,1436057000,1301860055.220002
210017/24/98082-ИП,107995.67,7705522231,1436057000,1301860055.220002
210016/24/98082-ИП,6184.89,7705522231,1436057000,1301860055.220002
210015/24/98082-ИП,12489.05,7705522231,1436057000,1301860055.220002
210014/24/98082-ИП,11241.44,7705522231,1436057000,1301860055.220002
210013/24/98082-ИП,13562.98,7705522231,1436057000,1301860055.220002
210012/24/98082-ИП,6183.18,7705522231,1436057000,1301860055.220002
210011/24/98082-ИП,25081.63,7705522231,1436057000,1301860055.220002
210010/24/98082-ИП,9095.63,7705522231,1436057000,1301860055.220002
210008/24/98082-ИП,13269.92,7705522231,1436057000,1301860055.220002
210006/24/98082-ИП,8985.68,7705522231,1436057000,1301860055.220002
210005/24/98082-ИП,10876.5,7705522231,1436057000,1301860055.220002
210004/24/98082-ИП,156268.74,7705522231,1436057000,1301860055.220002
209757/24/98082-ИП,16217.65,7705522231,1436057000,1301860055.220002
209758/24/98082-ИП,6784.56,7705522231,1436057000,1301860055.220002
209759/24/98082-ИП,527842.31,7705522231,1436057000,1301860055.220002
209760/24/98082-ИП,124513.85,7705522231,1436057000,1301860055.220002
209761/24/98082-ИП,29001.68,7705522231,1436057000,1301860055.220002
209762/24/98082-ИП,19244.64,7705522231,1436057000,1301860055.220002
209763/24/98082-ИП,15403.89,7705522231,1436057000,1301860055.220002
209765/24/98082-ИП,10618.97,7705522231,1436057000,1301860055.220002
209768/24/98082-ИП,9460.83,7705522231,1436057000,1301860055.220002
209769/24/98082-ИП,39196.61,7705522231,1436057000,1301860055.220002
209771/24/98082-ИП,25781.78,7705522231,1436057000,1301860055.220002
209773/24/98082-ИП,7860.17,7705522231,1436057000,1301860055.220002
209775/24/98082-ИП,69501.09,7705522231,1436057000,1301860055.220002
209778/24/98082-ИП,13225.63,7705522231,1436057000,1301860055.220002
209779/24/98082-ИП,10571.45,7705522231,1436057000,1301860055.220002
209781/24/98082-ИП,33737.55,7705522231,1436057000,1301860055.220002
209785/24/98082-ИП,9801.91,7705522231,1436057000,1301860055.220002
209790/24/98082-ИП,30956.66,7705522231,1436057000,1301860055.220002
209793/24/98082-ИП,16407.02,7705522231,1436057000,1301860055.220002
209794/24/98082-ИП,11837.15,7705522231,1436057000,1301860055.220002
209807/24/98082-ИП,6867.98,7705522231,1436057000,1301860055.220002
209821/24/98082-ИП,321.38,7705522231,1436057000,1301860055.220002
209822/24/98082-ИП,346.63,7705522231,1436057000,1301860055.220002
209823/24/98082-ИП,258.1,7705522231,1436057000,1301860055.220002
209824/24/98082-ИП,752.73,7705522231,1436057000,1301860055.220002
209825/24/98082-ИП,237.0,7705522231,1436057000,1301860055.220002
209829/24/98082-ИП,41204.71,7705522231,1436057000,1301860055.220002
209831/24/98082-ИП,43614.39,7705522231,1436057000,1301860055.220002
209836/24/98082-ИП,57573.27,7705522231,1436057000,1301860055.220002
209839/24/98082-ИП,10775.16,7705522231,1436057000,1301860055.220002
209841/24/98082-ИП,41260.9,7705522231,1436057000,1301860055.220002
209847/24/98082-ИП,34853.21,7705522231,1436057000,1301860055.220002
209851/24/98082-ИП,5161.9,7705522231,1436057000,1301860055.220002
209853/24/98082-ИП,101866.63,7705522231,1436057000,1301860055.220002
209856/24/98082-ИП,12219.3,7705522231,1436057000,1301860055.220002
209857/24/98082-ИП,109308.36,7705522231,1436057000,1301860055.220002
209885/24/98082-ИП,10115.79,7705522231,1436057000,1301860055.220002
209886/24/98082-ИП,6675.95,7705522231,1436057000,1301860055.220002
209887/24/98082-ИП,6758.95,7705522231,1436057000,1301860055.220002
209888/24/98082-ИП,6028.37,7705522231,1436057000,1301860055.220002
209891/24/98082-ИП,9118.47,7705522231,1436057000,1301860055.220002
209892/24/98082-ИП,7160.71,7705522231,1436057000,1301860055.220002
209897/24/98082-ИП,22530.83,7705522231,1436057000,1301860055.220002
209899/24/98082-ИП,128694.5,7705522231,1436057000,1301860055.220002
209900/24/98082-ИП,5587.38,7705522231,1436057000,1301860055.220002
209901/24/98082-ИП,23205.52,7705522231,1436057000,1301860055.220002
209902/24/98082-ИП,23014.39,7705522231,1436057000,1301860055.220002
209904/24/98082-ИП,5722.82,7705522231,1436057000,1301860055.220002
209905/24/98082-ИП,31180.12,7705522231,1436057000,1301860055.220002
209910/24/98082-ИП,31465.52,7705522231,1436057000,1301860055.220002
209930/24/98082-ИП,49557.96,7705522231,1436057000,1301860055.220002
209933/24/98082-ИП,5667.22,7705522231,1436057000,1301860055.220002
209934/24/98082-ИП,6833.29,7705522231,1436057000,1301860055.220002
209936/24/98082-ИП,9161.24,7705522231,1436057000,1301860055.220002
209937/24/98082-ИП,77370.4,7705522231,1436057000,1301860055.220002
209457/24/98082-ИП,154255.17,7705522231,1436057000,1301860055.220002
209455/24/98082-ИП,20865.42,7705522231,1436057000,1301860055.220002
209451/24/98082-ИП,28599.1,7705522231,1436057000,1301860055.220002
209450/24/98082-ИП,52223.75,7705522231,1436057000,1301860055.220002
209447/24/98082-ИП,34659.0,7705522231,1436057000,1301860055.220002
209445/24/98082-ИП,127024.42,7705522231,1436057000,1301860055.220002
209441/24/98082-ИП,37601.83,7705522231,1436057000,1301860055.220002
209438/24/98082-ИП,6076.12,7705522231,1436057000,1301860055.220002
209435/24/98082-ИП,59658.91,7705522231,1436057000,1301860055.220002
209432/24/98082-ИП,6906.28,7705522231,1436057000,1301860055.220002
209430/24/98082-ИП,5174.63,7705522231,1436057000,1301860055.220002
209426/24/98082-ИП,455067.17,7705522231,1436057000,1301860055.220002
209424/24/98082-ИП,101438.79,7705522231,1436057000,1301860055.220002
209422/24/98082-ИП,8157.05,7705522231,1436057000,1301860055.220002
209420/24/98082-ИП,11612.15,7705522231,1436057000,1301860055.220002
209418/24/98082-ИП,8344.24,7705522231,1436057000,1301860055.220002
209416/24/98082-ИП,9799.72,7705522231,1436057000,1301860055.220002
209412/24/98082-ИП,24006.74,7705522231,1436057000,1301860055.220002
209410/24/98082-ИП,35082.0,7705522231,1436057000,1301860055.220002
209407/24/98082-ИП,36239.39,7705522231,1436057000,1301860055.220002
209406/24/98082-ИП,81019.69,7705522231,1436057000,1301860055.220002
209403/24/98082-ИП,155052.75,7705522231,1436057000,1301860055.220002
209401/24/98082-ИП,93568.11,7705522231,1436057000,1301860055.220002
209398/24/98082-ИП,28379.99,7705522231,1436057000,1301860055.220002
209396/24/98082-ИП,261152.76,7705522231,1436057000,1301860055.220002
209395/24/98082-ИП,20523.76,7705522231,1436057000,1301860055.220002
209394/24/98082-ИП,19596.95,7705522231,1436057000,1301860055.220002
209393/24/98082-ИП,52655.61,7705522231,1436057000,1301860055.220002
209391/24/98082-ИП,139359.57,7705522231,1436057000,1301860055.220002
209390/24/98082-ИП,193811.15,7705522231,1436057000,1301860055.220002
209389/24/98082-ИП,19585.1,7705522231,1436057000,1301860055.220002
209388/24/98082-ИП,76453.96,7705522231,1436057000,1301860055.220002
209387/24/98082-ИП,5554.44,7705522231,1436057000,1301860055.220002
209386/24/98082-ИП,16624.27,7705522231,1436057000,1301860055.220002
209384/24/98082-ИП,47700.02,7705522231,1436057000,1301860055.220002
209382/24/98082-ИП,69015.31,7705522231,1436057000,1301860055.220002
209381/24/98082-ИП,5144.72,7705522231,1436057000,1301860055.220002
209380/24/98082-ИП,62009.55,7705522231,1436057000,1301860055.220002
209377/24/98082-ИП,29983.35,7705522231,1436057000,1301860055.220002
209375/24/98082-ИП,11223.47,7705522231,1436057000,1301860055.220002
209373/24/98082-ИП,20258.5,7705522231,1436057000,1301860055.220002
209372/24/98082-ИП,16990.39,7705522231,1436057000,1301860055.220002
209371/24/98082-ИП,5425.73,7705522231,1436057000,1301860055.220002
209370/24/98082-ИП,8368.09,7705522231,1436057000,1301860055.220002
209368/24/98082-ИП,13885.06,7705522231,1436057000,1301860055.220002
209367/24/98082-ИП,6562.31,7705522231,1436057000,1301860055.220002
209366/24/98082-ИП,14532.35,7705522231,1436057000,1301860055.220002
209365/24/98082-ИП,11149.75,7705522231,1436057000,1301860055.220002
209364/24/98082-ИП,6771.31,7705522231,1436057000,1301860055.220002
209362/24/98082-ИП,13393.63,7705522231,1436057000,1301860055.220002
209360/24/98082-ИП,375866.25,7705522231,1436057000,1301860055.220002
209357/24/98082-ИП,13151.42,7705522231,1436057000,1301860055.220002
209353/24/98082-ИП,5996.85,7705522231,1436057000,1301860055.220002
130081/20/98082-ИП,47937.28,7705522231,143605704,2702067.95
130064/20/98082-ИП,43116.9,7705522231,143605704,2702067.95
130065/20/98082-ИП,188136.73,7705522231,143605704,2702067.95
130066/20/98082-ИП,247391.67,7705522231,143605704,2702067.95
130068/20/98082-ИП,376789.4,7705522231,143605704,2702067.95
130078/20/98082-ИП,708442.85,7705522231,143605704,2702067.95
130166/20/98082-ИП,49674.68,7705522231,143605704,2702067.95
130167/20/98082-ИП,169544.93,7705522231,143605704,2702067.95
130168/20/98082-ИП,451516.11,7705522231,143605704,2702067.95
89754/23/98082-ИП,417496.86,7705522231,143605704,2702067.95
221491/23/98082-ИП,551.56,7705522231,143605704,2702067.95
221495/23/98082-ИП,1468.98,7705522231,143605704,2702067.95
138418/24/98082-ИП,40350.82,7705522231,1901784200,22814872.35
138419/24/98082-ИП,9406.28,7705522231,1901784200,22814872.35
138424/24/98082-ИП,6933.0,7705522231,1901784200,22814872.35
138427/24/98082-ИП,178475.31,7705522231,1901784200,22814872.35
138428/24/98082-ИП,60498.09,7705522231,1901784200,22814872.35
138429/24/98082-ИП,4827.64,7705522231,1901784200,22814872.35
138430/24/98082-ИП,26170.42,7705522231,1901784200,22814872.35
138432/24/98082-ИП,2326.03,7705522231,1901784200,22814872.35
138436/24/98082-ИП,87830.72,7705522231,1901784200,22814872.35
138439/24/98082-ИП,25363.82,7705522231,1901784200,22814872.35
138442/24/98082-ИП,6021.42,7705522231,1901784200,22814872.35
138446/24/98082-ИП,9110.09,7705522231,1901784200,22814872.35
138450/24/98082-ИП,731.04,7705522231,1901784200,22814872.35
139178/24/98082-ИП,9053.12,7705522231,1901784200,22814872.35
139174/24/98082-ИП,7392.21,7705522231,1901784200,22814872.35
139175/24/98082-ИП,2126.64,7705522231,1901784200,22814872.35
139176/24/98082-ИП,5732.72,7705522231,1901784200,22814872.35
139177/24/98082-ИП,22757.02,7705522231,1901784200,22814872.35
222032/24/98082-ИП,9440.92,7705522231,1901784200,22814872.35
222029/24/98082-ИП,10550.61,7705522231,1901784200,22814872.35
222030/24/98082-ИП,9833.48,7705522231,1901784200,22814872.35
222031/24/98082-ИП,9406.89,7705522231,1901784200,22814872.35
222033/24/98082-ИП,6802.16,7705522231,1901784200,22814872.35
222783/24/98082-ИП,5027.72,7705522231,1901784200,22814872.35
222784/24/98082-ИП,4154.37,7705522231,1901784200,22814872.35
222785/24/98082-ИП,3906.14,7705522231,1901784200,22814872.35
222786/24/98082-ИП,3468.04,7705522231,1901784200,22814872.35
222787/24/98082-ИП,12202.5,7705522231,1901784200,22814872.35
222788/24/98082-ИП,721.5,7705522231,1901784200,22814872.35
222789/24/98082-ИП,26652.71,7705522231,1901784200,22814872.35
222790/24/98082-ИП,23026.09,7705522231,1901784200,22814872.35
222791/24/98082-ИП,1472.09,7705522231,1901784200,22814872.35
222792/24/98082-ИП,9926.71,7705522231,1901784200,22814872.35
222793/24/98082-ИП,1350.03,7705522231,1901784200,22814872.35
222794/24/98082-ИП,4169.69,7705522231,1901784200,22814872.35
222795/24/98082-ИП,1460.74,7705522231,1901784200,22814872.35
222803/24/98082-ИП,1733.49,7705522231,1901784200,22814872.35
222804/24/98082-ИП,2681.55,7705522231,1901784200,22814872.35
222805/24/98082-ИП,894.71,7705522231,1901784200,22814872.35
222806/24/98082-ИП,1024.3,7705522231,1901784200,22814872.35
222807/24/98082-ИП,18368.45,7705522231,1901784200,22814872.35
145474/24/98082-ИП,66853.44,7705522231,1901784200,22814872.35
145475/24/98082-ИП,9440.92,7705522231,1901784200,22814872.35
145594/24/98082-ИП,1090.31,7705522231,1901784200,22814872.35
143899/24/98082-ИП,17633.24,7705522231,1901784200,22814872.35
143900/24/98082-ИП,591.81,7705522231,1901784200,22814872.35
143901/24/98082-ИП,5492.43,7705522231,1901784200,22814872.35
143902/24/98082-ИП,20681.75,7705522231,1901784200,22814872.35
143903/24/98082-ИП,9395.0,7705522231,1901784200,22814872.35
143904/24/98082-ИП,17697.2,7705522231,1901784200,22814872.35
143905/24/98082-ИП,1511.64,7705522231,1901784200,22814872.35
143906/24/98082-ИП,7636.69,7705522231,1901784200,22814872.35
143907/24/98082-ИП,3670.05,7705522231,1901784200,22814872.35
143908/24/98082-ИП,2470.92,7705522231,1901784200,22814872.35
143910/24/98082-ИП,10108.45,7705522231,1901784200,22814872.35
188999/24/98082-ИП,20568.45,7705522231,1901784200,22814872.35
189000/24/98082-ИП,1.22,7705522231,1901784200,22814872.35
189002/24/98082-ИП,14099.36,7705522231,1901784200,22814872.35
189003/24/98082-ИП,466683.58,7705522231,1901784200,22814872.35
189036/24/98082-ИП,3850.97,7705522231,1901784200,22814872.35
188980/24/98082-ИП,1437.1,7705522231,1901784200,22814872.35
189069/24/98082-ИП,8657.08,7705522231,1901784200,22814872.35
189071/24/98082-ИП,18726.32,7705522231,1901784200,22814872.35
189072/24/98082-ИП,12745.37,7705522231,1901784200,22814872.35
189073/24/98082-ИП,320.59,7705522231,1901784200,22814872.35
189075/24/98082-ИП,98702.2,7705522231,1901784200,22814872.35
189077/24/98082-ИП,41494.61,7705522231,1901784200,22814872.35
189079/24/98082-ИП,10091.04,7705522231,1901784200,22814872.35
189080/24/98082-ИП,4724.81,7705522231,1901784200,22814872.35
188992/24/98082-ИП,49839.92,7705522231,1901784200,22814872.35
188994/24/98082-ИП,61081.92,7705522231,1901784200,22814872.35
188995/24/98082-ИП,209517.69,7705522231,1901784200,22814872.35
188997/24/98082-ИП,208.87,7705522231,1901784200,22814872.35
188998/24/98082-ИП,5280.5,7705522231,1901784200,22814872.35
188971/24/98082-ИП,78932.06,7705522231,1901784200,22814872.35
188972/24/98082-ИП,73408.18,7705522231,1901784200,22814872.35
188974/24/98082-ИП,22572.61,7705522231,1901784200,22814872.35
188981/24/98082-ИП,103437.54,7705522231,1901784200,22814872.35
188988/24/98082-ИП,1878.14,7705522231,1901784200,22814872.35
189081/24/98082-ИП,2394.13,7705522231,1901784200,22814872.35
189082/24/98082-ИП,20531.7,7705522231,1901784200,22814872.35
189083/24/98082-ИП,12019.34,7705522231,1901784200,22814872.35
189084/24/98082-ИП,12019.34,7705522231,1901784200,22814872.35
203304/24/98082-ИП,1466.13,7705522231,1901784200,22814872.35
205217/24/98082-ИП,171111.77,7705522231,1901784200,22814872.35
205218/24/98082-ИП,38311.61,7705522231,1901784200,22814872.35
205208/24/98082-ИП,161249.99,7705522231,1901784200,22814872.35
205210/24/98082-ИП,250002.46,7705522231,1901784200,22814872.35
205211/24/98082-ИП,125502.93,7705522231,1901784200,22814872.35
205212/24/98082-ИП,40025.71,7705522231,1901784200,22814872.35
205213/24/98082-ИП,7478.67,7705522231,1901784200,22814872.35
205214/24/98082-ИП,7047.08,7705522231,1901784200,22814872.35
205215/24/98082-ИП,1417.58,7705522231,1901784200,22814872.35
205216/24/98082-ИП,118281.43,7705522231,1901784200,22814872.35
203315/24/98082-ИП,2947.62,7705522231,1901784200,22814872.35
203314/24/98082-ИП,2750.34,7705522231,1901784200,22814872.35
203313/24/98082-ИП,28971.81,7705522231,1901784200,22814872.35
203312/24/98082-ИП,19104.93,7705522231,1901784200,22814872.35
203311/24/98082-ИП,6634.79,7705522231,1901784200,22814872.35
203310/24/98082-ИП,1058.18,7705522231,1901784200,22814872.35
203309/24/98082-ИП,63176.65,7705522231,1901784200,22814872.35
203308/24/98082-ИП,6217.19,7705522231,1901784200,22814872.35
187682/24/98082-ИП,2792.95,7705522231,1901784200,22814872.35
203306/24/98082-ИП,5677.74,7705522231,1901784200,22814872.35
205186/24/98082-ИП,9380.38,7705522231,1901784200,22814872.35
205199/24/98082-ИП,1693.62,7705522231,1901784200,22814872.35
205200/24/98082-ИП,2295.11,7705522231,1901784200,22814872.35
205201/24/98082-ИП,9364.8,7705522231,1901784200,22814872.35
205202/24/98082-ИП,9010.26,7705522231,1901784200,22814872.35
205203/24/98082-ИП,14984.47,7705522231,1901784200,22814872.35
205204/24/98082-ИП,501.2,7705522231,1901784200,22814872.35
205207/24/98082-ИП,325053.93,7705522231,1901784200,22814872.35
205219/24/98082-ИП,111808.27,7705522231,1901784200,22814872.35
205222/24/98082-ИП,4378.18,7705522231,1901784200,22814872.35
205224/24/98082-ИП,3444.05,7705522231,1901784200,22814872.35
205226/24/98082-ИП,7903.85,7705522231,1901784200,22814872.35
205228/24/98082-ИП,8861.71,7705522231,1901784200,22814872.35
205231/24/98082-ИП,15554.63,7705522231,1901784200,22814872.35
205234/24/98082-ИП,3214.07,7705522231,1901784200,22814872.35
205235/24/98082-ИП,25041.25,7705522231,1901784200,22814872.35
205236/24/98082-ИП,50479.09,7705522231,1901784200,22814872.35
205238/24/98082-ИП,30528.6,7705522231,1901784200,22814872.35
188098/24/98082-ИП,41279.56,7705522231,1901784200,22814872.35
193735/24/98082-ИП,622.09,7705522231,1901784200,22814872.35
189863/24/98082-ИП,13228.21,7705522231,1901784200,22814872.35
189862/24/98082-ИП,4138.54,7705522231,1901784200,22814872.35
189861/24/98082-ИП,89913.36,7705522231,1901784200,22814872.35
189857/24/98082-ИП,8318.34,7705522231,1901784200,22814872.35
189856/24/98082-ИП,2629.67,7705522231,1901784200,22814872.35
190889/24/98082-ИП,196585.27,7705522231,1901784200,22814872.35
190890/24/98082-ИП,51663.43,7705522231,1901784200,22814872.35
190891/24/98082-ИП,146645.67,7705522231,1901784200,22814872.35
190882/24/98082-ИП,133177.65,7705522231,1901784200,22814872.35
190883/24/98082-ИП,9772.31,7705522231,1901784200,22814872.35
190884/24/98082-ИП,164239.58,7705522231,1901784200,22814872.35
190885/24/98082-ИП,152191.63,7705522231,1901784200,22814872.35
190886/24/98082-ИП,123023.97,7705522231,1901784200,22814872.35
190887/24/98082-ИП,40703.32,7705522231,1901784200,22814872.35
190888/24/98082-ИП,22331.96,7705522231,1901784200,22814872.35
17263/24/98082-ИП,3315.72,7705522231,1901784200,22814872.35
17271/24/82001-ИП,53786.24,7705522231,1901784200,22814872.35
17272/24/82001-ИП,8588.69,7705522231,1901784200,22814872.35
17274/24/82001-ИП,204600.6,7705522231,1901784200,22814872.35
17275/24/82001-ИП,100162.06,7705522231,1901784200,22814872.35
17276/24/82001-ИП,226213.89,7705522231,1901784200,22814872.35
17277/24/82001-ИП,14958.37,7705522231,1901784200,22814872.35
17300/24/82001-ИП,25392.72,7705522231,1901784200,22814872.35
17303/24/82001-ИП,105246.14,7705522231,1901784200,22814872.35
17304/24/82001-ИП,31727.24,7705522231,1901784200,22814872.35
17305/24/82001-ИП,10905.45,7705522231,1901784200,22814872.35
17306/24/82001-ИП,84890.33,7705522231,1901784200,22814872.35
19065/24/82001-ИП,11244.94,7705522231,1901784200,22814872.35
19068/24/82001-ИП,1336.05,7705522231,1901784200,22814872.35
19069/24/82001-ИП,1914.44,7705522231,1901784200,22814872.35
19300/24/82001-ИП,11321.09,7705522231,1901784200,22814872.35
19307/24/82001-ИП,7491.4,7705522231,1901784200,22814872.35
19310/24/82001-ИП,105151.55,7705522231,1901784200,22814872.35
19312/24/82001-ИП,173823.51,7705522231,1901784200,22814872.35
19314/24/82001-ИП,1880.35,7705522231,1901784200,22814872.35
19318/24/82001-ИП,588346.0,7705522231,1901784200,22814872.35
19323/24/82001-ИП,650010.76,7705522231,1901784200,22814872.35
19326/24/82001-ИП,36002.32,7705522231,1901784200,22814872.35
19329/24/82001-ИП,60741.13,7705522231,1901784200,22814872.35
19330/24/82001-ИП,3980.7,7705522231,1901784200,22814872.35
19331/24/82001-ИП,57316.61,7705522231,1901784200,22814872.35
19332/24/82001-ИП,82423.08,7705522231,1901784200,22814872.35
